"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"228","P24864","CCNE1","3",2343,7,"AF-P24864-F1-model_v4","P24864-F1",0.101,0.284,0,79.9765767949106
"229","P25089","FPR3","3",0,1,"AF-P25089-F1-model_v4","P25089-F1",0.116,0.902,1,83.8509236234458
"230","P25815","S100P","3",0,1,"AF-P25815-F1-model_v4","P25815-F1",0.427,0.529,1,87.1975412087912
"231","P25929","NPY1R","57",0,1,"AF-P25929-F1-model_v4","P25929-F1",0.142,0.514,1,79.6758456117873
"232","P26232","CTNNA2","3",1,2,"AF-P26232-F1-model_v4","P26232-F1",0.082,0.423,1,80.5028362057267
"233","P26367","PAX6","3",625,2,"AF-P26367-F1-model_v4","P26367-F1",0.207,0.463,1,69.0944454628781
"234","P27658","COL8A1","26",0,1,"AF-P27658-F1-model_v4","P27658-F1",0.037,0.234,0,59.4367760617761
"235","P28221","HTR1D","45",0,1,"AF-P28221-F1-model_v4","P28221-F1",0.188,0.95,2,79.0031651997292
"236","P28335","HTR2C","39",0,1,"AF-P28335-F1-model_v4","P28335-F1",0.059,0.961,3,73.5313296703297
"237","P28472","GABRB3","36",0,2,"AF-P28472-F1-model_v4","P28472-F1",0.328,0.978,1,80.5361431567908
"238","P28566","HTR1E","45",0,1,"AF-P28566-F1-model_v4","P28566-F1",0.488,0.632,3,78.7344213041994
"239","P29033","GJB2","3",1248,3,"AF-P29033-F1-model_v4","P29033-F1",0.236,0.943,2,86.3863956639566
"240","P29122","PCSK6","3",0,1,"AF-P29122-F1-model_v4","P29122-F1",0.227,0.59,1,82.2580692338656
"241","P29322","EPHA8","33",0,2,"AF-P29322-F1-model_v4","P29322-F1",0.095,0.281,0,80.3857456365503
"242","P29728","OAS2","3",1393,3,"AF-P29728-F1-model_v4","P29728-F1",0.27,0.588,1,87.7412699776594
"243","P30304","CDC25A","3",0,1,"AF-P30304-F1-model_v4","P30304-F1",0.261,0.229,0,63.5796743849493
"244","P30307","CDC25C","3",625,2,"AF-P30307-F1-model_v4","P30307-F1",0.362,0.777,1,64.1824899598394
"245","P30550","GRPR","41",0,1,"AF-P30550-F1-model_v4","P30550-F1",0.116,0.786,2,78.916125
"246","P30988","CALCR","18",0,1,"AF-P30988-F1-model_v4","P30988-F1",0.067,0.948,1,77.9922982321291
"247","P31025","LCN1","3",0,1,"AF-P31025-F1-model_v4","P31025-F1",0.256,0.484,1,88.2624907338769
"248","P31151","S100A7","3",0,1,"AF-P31151-F1-model_v4","P31151-F1",0.153,0.463,1,95.7406109725686
"249","P31314","TLX1","3",0,1,"AF-P31314-F1-model_v4","P31314-F1",0.258,0.349,0,64.977363410596
"250","P31350","RRM2","3",216,2,"AF-P31350-F1-model_v4","P31350-F1",0.276,0.377,0,80.1260056925996
"251","P31944","CASP14","3",625,2,"AF-P31944-F1-model_v4","P31944-F1",0.372,0.437,1,89.5965789473684
"252","P32242","OTX1","3",0,1,"AF-P32242-F1-model_v4","P32242-F1",0.318,0.48,1,57.5427445755615
"253","P32322","PYCR1","60",0,2,"AF-P32322-F1-model_v4","P32322-F1",0.336,0.869,2,90.0678100940975
"254","P33552","CKS2","3",625,2,"AF-P33552-F1-model_v4","P33552-F1",0.368,0.194,0,92.8712195121951
"255","P33681","CD80","3",3112,4,"AF-P33681-F1-model_v4","P33681-F1",0.123,0.318,0,86.3007672413793
"256","P33981","TTK","3",625,3,"AF-P33981-F1-model_v4","P33981-F1",0.087,0.956,1,63.954351783879
"257","P33991","MCM4","3",12169,7,"AF-P33991-F1-model_v4","P33991-F1",0.217,0.658,3,73.7432969464523
"258","P34903","GABRA3","36",5,4,"AF-P34903-F1-model_v4","P34903-F1",-0.016,0.996,1,77.5765834834062
"259","P35346","SSTR5","3",0,1,"AF-P35346-F1-model_v4","P35346-F1",0.049,0.979,2,81.3028307357738
"260","P35498","SCN1A","3",118,2,"AF-P35498-F1-model_v4","P35498-F1",0.286,0.989,2,69.2496348733234
"261","P35556","FBN2","3",0,1,"AF-P35556-F8-model_v4","P35556-F8",0.146,0.448,1,73.4091143347967
"262","P35556","FBN2","3",0,1,"AF-P35556-F1-model_v4","P35556-F1",0.118,0.585,1,70.3207792963071
"263","P35556","FBN2","3",0,1,"AF-P35556-F6-model_v4","P35556-F6",0.177,0.7,2,74.8867280534351
"264","P35556","FBN2","3",0,1,"AF-P35556-F5-model_v4","P35556-F5",0.107,0.975,1,75.7839261809141
"265","P35556","FBN2","3",0,1,"AF-P35556-F9-model_v4","P35556-F9",0.139,0.88,1,75.0625435504984
"266","P35556","FBN2","3",0,1,"AF-P35556-F3-model_v4","P35556-F3",0.076,0.662,1,73.4549370886566
"267","P35556","FBN2","3",0,1,"AF-P35556-F7-model_v4","P35556-F7",0.286,0.926,1,75.5667598353594
"268","P35556","FBN2","3",0,1,"AF-P35556-F2-model_v4","P35556-F2",0.059,0.237,0,72.5115954139137
"269","P35556","FBN2","3",0,1,"AF-P35556-F4-model_v4","P35556-F4",0.126,0.565,1,75.5920811744387
"270","P35716","SOX11","3",571,6,"AF-P35716-F1-model_v4","P35716-F1",0.043,0.447,1,57.8776786805131
"271","P36888","FLT3","3",0,1,"AF-P36888-F1-model_v4","P36888-F1",0.283,0.449,1,75.5246502835539
"272","P39748","FEN1","3",625,3,"AF-P39748-F1-model_v4","P39748-F1",0.078,0.113,0,90.0350552024088
"273","P39905","GDNF","3",625,3,"AF-P39905-F1-model_v4","P39905-F1",0.322,0.674,3,75.0262673088501
"274","P40199","CEACAM6","19",0,1,"AF-P40199-F1-model_v4","P40199-F1",0.399,0.059,0,88.5949179702404
"275","P40424","PBX1","3",1249,3,"AF-P40424-F1-model_v4","P40424-F1",0.346,0.585,2,71.1410195958359
"276","P41002","CCNF","3",0,1,"AF-P41002-F1-model_v4","P41002-F1",0.276,0.059,0,72.4470043909579
"277","P41225","SOX3","3",0,1,"AF-P41225-F1-model_v4","P41225-F1",0.363,0.17,0,57.6027221172023
"278","P42224","STAT1","3",8205,7,"AF-P42224-F1-model_v4","P42224-F1",0.247,0.581,2,88.260738451529
"279","P42262","GRIA2","3",625,3,"AF-P42262-F1-model_v4","P42262-F1",0.138,0.177,0,85.0912931034483
"280","P43005","SLC1A1","66",0,1,"AF-P43005-F1-model_v4","P43005-F1",0.172,0.976,1,80.3344966275293
"281","P43355","MAGEA1","52",0,1,"AF-P43355-F1-model_v4","P43355-F1",0.297,0.932,2,75.5052256728778
"282","P43357","MAGEA3","53",0,1,"AF-P43357-F1-model_v4","P43357-F1",0.321,0.586,1,71.7179420171499
"283","P43358","MAGEA4","3",625,2,"AF-P43358-F1-model_v4","P43358-F1",0.329,0.665,1,78.1329898167006
"284","P43360","MAGEA6","53",0,1,"AF-P43360-F1-model_v4","P43360-F1",0.326,0.686,2,72.4060609756098
"285","P43363","MAGEA10","3",0,1,"AF-P43363-F1-model_v4","P43363-F1",0.099,0.048,0,74.6490283117791
"286","P43364","MAGEA11","3",625,2,"AF-P43364-F1-model_v4","P43364-F1",0.042,0.012,0,63.9031235224586
"287","P43694","GATA4","3",625,2,"AF-P43694-F1-model_v4","P43694-F1",0.292,0.644,1,58.8907225063939
"288","P47224","RABIF","3",0,1,"AF-P47224-F1-model_v4","P47224-F1",0.33,0.348,0,89.0372783505155
"289","P48023","FASLG","3",4339,3,"AF-P48023-F1-model_v4","P48023-F1",0.343,0.593,1,80.6314388813712
"290","P48051","KCNJ6","3",0,2,"AF-P48051-F1-model_v4","P48051-F1",0.111,0.911,1,83.7091519953052
"291","P48431","SOX2","3",10591,12,"AF-P48431-F1-model_v4","P48431-F1",0.287,0.164,0,61.9579189302131
"292","P48547","KCNC1","48",0,1,"AF-P48547-F1-model_v4","P48547-F1",0.145,0.65,1,79.4631124694376
"293","P48549","KCNJ3","3",7,3,"AF-P48549-F1-model_v4","P48549-F1",0.272,0.905,3,72.6244489179668
"294","P48664","SLC1A6","66",0,1,"AF-P48664-F1-model_v4","P48664-F1",0.277,0.55,3,80.2727361111111
"295","P48736","PIK3CG","3",8687,6,"AF-P48736-F1-model_v4","P48736-F1",0.145,0.681,2,88.4205153828879
"296","P49006","MARCKSL1","3",0,1,"AF-P49006-F1-model_v4","P49006-F1",0.338,0.117,0,55.697905109489
"297","P49368","CCT3","3",7453,10,"AF-P49368-F1-model_v4","P49368-F1",0.164,0.823,1,89.0905656804734
"298","P49450","CENPA","3",3915,6,"AF-P49450-F1-model_v4","P49450-F1",0.14,0.815,2,82.0783628318584
"299","P49454","CENPF","3",0,3,"AF-P49454-F7-model_v4","P49454-F7",0.122,0.906,1,71.418744961032
"300","P49454","CENPF","3",0,3,"AF-P49454-F2-model_v4","P49454-F2",0.173,0.336,0,71.950278588485
"301","P49454","CENPF","3",0,3,"AF-P49454-F3-model_v4","P49454-F3",0.328,0.243,0,70.3329779477147
"302","P49454","CENPF","3",0,3,"AF-P49454-F4-model_v4","P49454-F4",0.416,0.452,1,70.5056078431373
"303","P49454","CENPF","3",0,3,"AF-P49454-F9-model_v4","P49454-F9",0.372,0.826,1,72.0016993930739
"304","P49454","CENPF","3",0,3,"AF-P49454-F1-model_v4","P49454-F1",0.399,0.524,2,72.4119894505495
"305","P49454","CENPF","3",0,3,"AF-P49454-F10-model_v4","P49454-F10",0.416,0.769,3,73.1536007249142
"306","P49454","CENPF","3",0,3,"AF-P49454-F6-model_v4","P49454-F6",0.437,0.484,2,70.995527633697
"307","P49454","CENPF","3",0,3,"AF-P49454-F5-model_v4","P49454-F5",0.219,0.384,0,70.8340929025329
"308","P49454","CENPF","3",0,3,"AF-P49454-F8-model_v4","P49454-F8",0.307,0.792,6,71.5561330839123
"309","P49682","CXCR3","3",0,1,"AF-P49682-F1-model_v4","P49682-F1",0.21,0.59,1,80.6454109828611
"310","P49736","MCM2","3",0,1,"AF-P49736-F1-model_v4","P49736-F1",0.139,0.522,3,76.522590572108
"311","P49747","COMP","3",625,2,"AF-P49747-F1-model_v4","P49747-F1",0.18,0.681,2,88.5665641202904
"312","P49798","RGS4","3",2865,2,"AF-P49798-F1-model_v4","P49798-F1",0.288,0.276,0,80.4281650246305
"313","P49802","RGS7","3",625,2,"AF-P49802-F1-model_v4","P49802-F1",0.156,0.36,0,86.5942168674699
"314","P49913","CAMP","3",3145,4,"AF-P49913-F1-model_v4","P49913-F1",0.242,0.149,0,80.1452993348115
"315","P50150","GNG4","3",673,6,"AF-P50150-F1-model_v4","P50150-F1",0.326,0.428,1,87.9333619210978
"316","P50458","LHX2","50",0,1,"AF-P50458-F1-model_v4","P50458-F1",0.282,0.457,1,67.389423510467
"317","P51587","BRCA2","3",966,5,"AF-P51587-F11-model_v4","P51587-F11",0.066,0.783,2,62.0825062859195
"318","P51587","BRCA2","3",966,5,"AF-P51587-F8-model_v4","P51587-F8",0.27,0.607,2,50.7637532832171
"319","P51587","BRCA2","3",966,5,"AF-P51587-F12-model_v4","P51587-F12",0.083,0.796,1,65.838077675904
"320","P51587","BRCA2","3",966,5,"AF-P51587-F10-model_v4","P51587-F10",0.092,0.678,3,62.8549091072714
"321","P51587","BRCA2","3",966,5,"AF-P51587-F9-model_v4","P51587-F9",0.072,0.246,0,55.0772757624977
"322","P51671","CCL11","3",0,2,"AF-P51671-F1-model_v4","P51671-F1",0.345,0.872,1,87.9844281914894
"323","P51677","CCR3","3",0,3,"AF-P51677-F1-model_v4","P51677-F1",0.223,0.984,4,83.613241284087
"324","P51679","CCR4","3",6818,10,"AF-P51679-F1-model_v4","P51679-F1",0.268,0.839,2,80.556904109589
"325","P51681","CCR5","3",628,2,"AF-P51681-F1-model_v4","P51681-F1",0.253,0.774,1,85.2943881118881
"326","P51685","CCR8","3",1386,5,"AF-P51685-F1-model_v4","P51685-F1",0.123,0.512,2,81.6104939130435
"327","P51693","APLP1","9",0,1,"AF-P51693-F1-model_v4","P51693-F1",0.12,0.183,0,69.7225207264114
"328","P51826","AFF3","7",0,1,"AF-P51826-F1-model_v4","P51826-F1",0.285,0.879,1,52.23966994232
"329","P51955","NEK2","3",0,1,"AF-P51955-F1-model_v4","P51955-F1",0.136,0.658,2,78.7481933351694
"330","P52292","KPNA2","3",2686,6,"AF-P52292-F1-model_v4","P52292-F1",0.024,0.711,1,86.1073162939297
"331","P52732","KIF11","3",3107,6,"AF-P52732-F1-model_v4","P52732-F1",0.141,0.991,1,74.7686384864088
"332","P52945","PDX1","3",0,1,"AF-P52945-F1-model_v4","P52945-F1",0.181,0.089,0,66.377232183908
"333","P53350","PLK1","3",22076,11,"AF-P53350-F1-model_v4","P53350-F1",0.175,0.953,2,85.1698896752706
"334","P54132","BLM","3",240,3,"AF-P54132-F1-model_v4","P54132-F1",0.161,0.616,1,60.9577520838935
"335","P54652","HSPA2","3",3064,5,"AF-P54652-F1-model_v4","P54652-F1",0.268,0.449,1,89.445127006706
"336","P54707","ATP12A","3",625,2,"AF-P54707-F1-model_v4","P54707-F1",0.062,0.924,2,85.8420512189116
"337","P55317","FOXA1","3",8741,8,"AF-P55317-F1-model_v4","P55317-F1",0.266,0.29,0,57.4864323067984
"338","P55318","FOXA3","3",0,1,"AF-P55318-F1-model_v4","P55318-F1",0.339,0.433,1,63.339698358152
"339","P55327","TPD52","3",625,4,"AF-P55327-F1-model_v4","P55327-F1",0.35,0.412,1,68.1763684210526
"340","P56159","GFRA1","3",0,2,"AF-P56159-F1-model_v4","P56159-F1",0.1,0.638,1,73.8963423473655
"341","P56279","TCL1A","3",0,1,"AF-P56279-F1-model_v4","P56279-F1",0.326,0.634,1,91.6834141201264
"342","P56282","POLE2","3",14726,7,"AF-P56282-F1-model_v4","P56282-F1",0.232,0.619,2,92.8374541557514
"343","P56704","WNT3A","3",0,1,"AF-P56704-F1-model_v4","P56704-F1",0.267,0.549,1,88.3650090810025
"344","P56706","WNT7B","3",0,1,"AF-P56706-F1-model_v4","P56706-F1",0.461,0.832,2,89.5617212518195
"345","P56747","CLDN6","3",0,3,"AF-P56747-F1-model_v4","P56747-F1",0.114,0.566,1,80.7301104294478
"346","P57735","RAB25","62",0,1,"AF-P57735-F1-model_v4","P57735-F1",0.148,0.13,0,87.0835269207501
"347","P57771","RGS8","3",0,1,"AF-P57771-F1-model_v4","P57771-F1",0.123,0.577,1,82.3665622872703
"348","P58107","EPPK1","3",0,2,"AF-P58107-F18-model_v4","P58107-F18",0.247,0.908,1,77.4693065625581
"349","P58107","EPPK1","3",0,2,"AF-P58107-F12-model_v4","P58107-F12",0.491,0.336,0,81.5679687645254
"350","P58107","EPPK1","3",0,2,"AF-P58107-F17-model_v4","P58107-F17",0.229,0.391,0,80.8731772140136
"351","P58107","EPPK1","3",0,2,"AF-P58107-F7-model_v4","P58107-F7",0.118,0.219,0,79.6151993752297
"352","P58107","EPPK1","3",0,2,"AF-P58107-F14-model_v4","P58107-F14",0.303,0.465,1,81.4640277389928
"353","P58107","EPPK1","3",0,2,"AF-P58107-F10-model_v4","P58107-F10",0.164,0.464,1,78.6968298068077
"354","P58107","EPPK1","3",0,2,"AF-P58107-F19-model_v4","P58107-F19",0.162,0.131,0,79.6003888111888
"355","P58107","EPPK1","3",0,2,"AF-P58107-F15-model_v4","P58107-F15",0.175,0.414,2,81.0833869468204
"356","P58107","EPPK1","3",0,2,"AF-P58107-F2-model_v4","P58107-F2",0.118,0.37,0,82.671392666229
"357","P58107","EPPK1","3",0,2,"AF-P58107-F3-model_v4","P58107-F3",0.112,0.491,2,82.3916662015071
"358","P58107","EPPK1","3",0,2,"AF-P58107-F20-model_v4","P58107-F20",0.206,0.53,2,83.0886545454545
"359","P58107","EPPK1","3",0,2,"AF-P58107-F9-model_v4","P58107-F9",0.164,0.448,1,81.3117876073844
"360","P58107","EPPK1","3",0,2,"AF-P58107-F16-model_v4","P58107-F16",0.207,0.048,0,78.8788004473856
"361","P58107","EPPK1","3",0,2,"AF-P58107-F8-model_v4","P58107-F8",0.114,0.501,1,79.2517849639171
"362","P58107","EPPK1","3",0,2,"AF-P58107-F11-model_v4","P58107-F11",0.325,0.465,1,80.0846162351424
"363","P58107","EPPK1","3",0,2,"AF-P58107-F1-model_v4","P58107-F1",0.203,0.333,0,82.9678756035217
"364","P58107","EPPK1","3",0,2,"AF-P58107-F13-model_v4","P58107-F13",0.246,0.315,0,79.7224021252796
"365","P58107","EPPK1","3",0,2,"AF-P58107-F5-model_v4","P58107-F5",0.182,0.634,2,80.5469190528634
"366","P58107","EPPK1","3",0,2,"AF-P58107-F6-model_v4","P58107-F6",0.32,0.425,1,79.7166317818783
"367","P58107","EPPK1","3",0,2,"AF-P58107-F4-model_v4","P58107-F4",0.151,0.33,0,82.028489201965
"368","P58876","H2BC5","3",31489,13,"AF-P58876-F1-model_v4","P58876-F1",0.283,0.959,1,87.5827170582227
"369","P59047","NLRP5","56",1,2,"AF-P59047-F1-model_v4","P59047-F1",0.134,0.174,0,77.2641172091044
"370","P59817","ZNF280A","58",0,1,"AF-P59817-F1-model_v4","P59817-F1",0.136,0.079,0,61.3518406205924
"371","P59901","LILRA4","3",0,1,"AF-P59901-F1-model_v4","P59901-F1",0.251,0.747,2,83.3684465020576
"372","P61218","POLR2F","3",45589,13,"AF-P61218-F1-model_v4","P61218-F1",0.081,0.195,0,79.1027739387957
"373","P62508","ESRRG","3",0,1,"AF-P62508-F1-model_v4","P62508-F1",0.247,0.522,1,76.1837890625
"374","P62805","H4C9","3",0,2,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525
"375","P62805","H4C12","3",296,11,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525
"376","P62805","H4C11","3",14396,12,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525
"377","P62805","H4C14","3",0,1,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525
"378","P62805","H4C4","3",52,11,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525
"379","P62805","H4C8","3",11017,12,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525
"380","P62805","H4C15","3",1183,11,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525
"381","P62807","H2BC4","3",3084,8,"AF-P62807-F1-model_v4","P62807-F1",0.291,0.965,1,87.8297338792221
"382","P62807","H2BC6","3",22518,15,"AF-P62807-F1-model_v4","P62807-F1",0.291,0.965,1,87.8297338792221
"383","P63211","GNGT1","3",9990,7,"AF-P63211-F1-model_v4","P63211-F1",0.318,0.524,1,88.8391186440678
"384","P68431","H3C8","3",2445,4,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639
"385","P68431","H3C12","3",0,3,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639
"386","P68431","H3C7","3",0,4,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639
"387","P68431","H3C6","3",0,2,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639
"388","P68431","H3C10","3",8984,5,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639
"389","P78380","OLR1","3",0,1,"AF-P78380-F1-model_v4","P78380-F1",0.388,0.476,1,87.4070948434622
"390","P78395","PRAME","3",625,2,"AF-P78395-F1-model_v4","P78395-F1",0.372,0.605,1,81.5777479694807
"391","P80098","CCL7","3",0,2,"AF-P80098-F1-model_v4","P80098-F1",0.36,0.225,0,85.5789910600255
"392","P80303","NUCB2","58",0,1,"AF-P80303-F1-model_v4","P80303-F1",0.229,0.475,1,84.3865033975085
"393","P80404","ABAT","2",0,1,"AF-P80404-F1-model_v4","P80404-F1",0.258,0.621,2,94.0412953629032
"394","P81605","DCD","3",0,1,"AF-P81605-F1-model_v4","P81605-F1",0.374,0.716,2,64.5234556962025
"395","P98164","LRP2","3",625,2,"AF-P98164-F16-model_v4","P98164-F16",0.155,0.303,0,79.5830828689556
"396","P98164","LRP2","3",625,2,"AF-P98164-F2-model_v4","P98164-F2",0.423,0.334,0,79.9103796313196
"397","P98164","LRP2","3",625,2,"AF-P98164-F14-model_v4","P98164-F14",0.153,0.871,1,76.0028840381992
"398","P98164","LRP2","3",625,2,"AF-P98164-F10-model_v4","P98164-F10",0.226,0.822,1,82.6140091743119
"399","P98164","LRP2","3",625,2,"AF-P98164-F12-model_v4","P98164-F12",0.244,0.59,1,81.8238128845458
"400","P98164","LRP2","3",625,2,"AF-P98164-F6-model_v4","P98164-F6",0.346,0.742,1,82.3305855359765
"401","P98164","LRP2","3",625,2,"AF-P98164-F18-model_v4","P98164-F18",0.123,0.038,0,71.9996573462125
"402","P98164","LRP2","3",625,2,"AF-P98164-F13-model_v4","P98164-F13",0.105,0.834,5,80.7960284523378
"403","P98164","LRP2","3",625,2,"AF-P98164-F17-model_v4","P98164-F17",0.148,0.268,0,74.8822931143399
"404","P98164","LRP2","3",625,2,"AF-P98164-F3-model_v4","P98164-F3",0.255,0.887,1,81.8099401686157
"405","P98164","LRP2","3",625,2,"AF-P98164-F7-model_v4","P98164-F7",0.249,0.264,0,84.1110041039672
"406","P98164","LRP2","3",625,2,"AF-P98164-F1-model_v4","P98164-F1",0.348,0.681,2,78.3482403314917
"407","P98164","LRP2","3",625,2,"AF-P98164-F4-model_v4","P98164-F4",0.183,0.052,0,82.0804532216964
"408","P98164","LRP2","3",625,2,"AF-P98164-F9-model_v4","P98164-F9",0.16,0.207,0,84.4168919905127
"409","P98164","LRP2","3",625,2,"AF-P98164-F8-model_v4","P98164-F8",0.224,0.752,1,87.3805368334999
"410","P98164","LRP2","3",625,2,"AF-P98164-F5-model_v4","P98164-F5",0.221,0.158,0,82.1040018323408
"411","P98164","LRP2","3",625,2,"AF-P98164-F11-model_v4","P98164-F11",0.108,0.115,0,82.2163365437034
"412","P98164","LRP2","3",625,2,"AF-P98164-F15-model_v4","P98164-F15",0.183,0.166,0,76.028838808942
"413","Q00535","CDK5","3",1871,4,"AF-Q00535-F1-model_v4","Q00535-F1",0.253,0.522,1,91.4416410912191
"414","Q00610","CLTC","3",12671,11,"AF-Q00610-F1-model_v4","Q00610-F1",0.181,0.863,2,78.0416780364823
"415","Q00796","SORD","2",0,1,"AF-Q00796-F1-model_v4","Q00796-F1",0.207,0.55,1,98.0611094564408
"416","Q00887","PSG9","3",625,2,"AF-Q00887-F1-model_v4","Q00887-F1",0.309,0.45,1,87.4900645729381
"417","Q00975","CACNA1B","3",4374,3,"AF-Q00975-F1-model_v4","Q00975-F1",0.13,0.971,2,60.3841264342931
"418","Q01094","E2F1","3",4164,7,"AF-Q01094-F1-model_v4","Q01094-F1",0.159,0.295,0,63.7350409463148
"419","Q01101","INSM1","3",625,2,"AF-Q01101-F1-model_v4","Q01101-F1",0.109,0.135,0,59.1478765100671
"420","Q01650","SLC7A5","3",0,1,"AF-Q01650-F1-model_v4","Q01650-F1",0.097,0.862,2,86.240030919866
"421","Q02224","CENPE","3",1249,4,"AF-Q02224-F8-model_v4","Q02224-F8",0.191,0.88,2,74.1531594148887
"422","Q02224","CENPE","3",1249,4,"AF-Q02224-F4-model_v4","Q02224-F4",0.168,0.487,1,72.3195598895409
"423","Q02224","CENPE","3",1249,4,"AF-Q02224-F5-model_v4","Q02224-F5",0.235,0.575,2,73.0695095601475
"424","Q02224","CENPE","3",1249,4,"AF-Q02224-F3-model_v4","Q02224-F3",0.416,0.949,1,70.8415997235899
"425","Q02224","CENPE","3",1249,4,"AF-Q02224-F1-model_v4","Q02224-F1",0.308,0.67,2,71.0705068277311
"426","Q02224","CENPE","3",1249,4,"AF-Q02224-F7-model_v4","Q02224-F7",0.304,0.741,2,72.4408738281586
"427","Q02224","CENPE","3",1249,4,"AF-Q02224-F6-model_v4","Q02224-F6",0.135,0.997,5,72.5524854202401
"428","Q02224","CENPE","3",1249,4,"AF-Q02224-F2-model_v4","Q02224-F2",0.126,0.96,2,70.7644444444445
"429","Q02241","KIF23","3",0,3,"AF-Q02241-F1-model_v4","Q02241-F1",0.314,0.498,1,73.073534214619
"430","Q02790","FKBP4","3",0,1,"AF-Q02790-F1-model_v4","Q02790-F1",0.358,0.411,1,90.5499396102114
"431","Q02962","PAX2","3",5449,5,"AF-Q02962-F1-model_v4","Q02962-F1",0.095,0.811,1,61.2209457315138
"432","Q03692","COL10A1","26",0,1,"AF-Q03692-F1-model_v4","Q03692-F1",-0.01,0.058,0,61.4977457264957
"433","Q05639","EEF1A2","3",3109,3,"AF-Q05639-F1-model_v4","Q05639-F1",0.384,0.71,1,88.7397970115591
"434","Q05901","CHRNB3","22",0,2,"AF-Q05901-F1-model_v4","Q05901-F1",0.179,0.588,2,83.4592753623188
"435","Q06432","CACNG1","3",616,2,"AF-Q06432-F1-model_v4","Q06432-F1",0.117,0.286,0,76.0919965772961
"436","Q06609","RAD51","3",3849,5,"AF-Q06609-F1-model_v4","Q06609-F1",0.282,0.64,1,91.5906682116647
"437","Q07011","TNFRSF9","3",9609,4,"AF-Q07011-F1-model_v4","Q07011-F1",0.306,0.548,2,81.7623076923077
"438","Q07325","CXCL9","3",0,3,"AF-Q07325-F1-model_v4","Q07325-F1",0.304,0.283,0,87.9239755351682
"439","Q07617","SPAG1","3",625,2,"AF-Q07617-F1-model_v4","Q07617-F1",0.129,0.613,1,74.4880975945017
"440","Q07654","TFF3","3",0,1,"AF-Q07654-F1-model_v4","Q07654-F1",0.405,0.466,1,80.138
"441","Q07687","DLX2","3",0,1,"AF-Q07687-F1-model_v4","Q07687-F1",0.329,0.258,0,60.8961900826446
"442","Q08050","FOXM1","3",4065,6,"AF-Q08050-F1-model_v4","Q08050-F1",0.173,0.701,1,51.0762881727687
"443","Q08828","ADCY1","3",0,1,"AF-Q08828-F1-model_v4","Q08828-F1",0.243,0.543,1,78.4270947271259
"444","Q08830","FGL1","3",2517,5,"AF-Q08830-F1-model_v4","Q08830-F1",0.239,0.479,1,91.9722744945568
"445","Q12756","KIF1A","3",3211,4,"AF-Q12756-F1-model_v4","Q12756-F1",0.106,0.373,0,71.0182512847248
"446","Q12809","KCNH2","3",625,2,"AF-Q12809-F1-model_v4","Q12809-F1",0.079,0.896,2,63.8125348001796
"447","Q12834","CDC20","3",1555,3,"AF-Q12834-F1-model_v4","Q12834-F1",0.319,0.217,0,84.8543494038362
"448","Q12836","ZP4","4",0,1,"AF-Q12836-F1-model_v4","Q12836-F1",0.1,0.497,1,75.1301822979132
"449","Q12926","ELAVL2","10",0,1,"AF-Q12926-F1-model_v4","Q12926-F1",0.102,0.209,0,76.3501009009009
"450","Q13003","GRIK3","3",6217,8,"AF-Q13003-F1-model_v4","Q13003-F1",0.152,0.878,1,82.3804810057393
"451","Q13112","CHAF1B","3",0,1,"AF-Q13112-F1-model_v4","Q13112-F1",0.173,0.789,1,75.3852922152922
"452","Q13145","BAMBI","3",0,1,"AF-Q13145-F1-model_v4","Q13145-F1",0.346,0.648,1,64.8537543167242
"453","Q13257","MAD2L1","3",497,4,"AF-Q13257-F1-model_v4","Q13257-F1",0.178,0.019,0,93.7585265700483
"454","Q13319","CDK5R2","3",0,1,"AF-Q13319-F1-model_v4","Q13319-F1",0.304,0.681,1,70.1191336270191
"455","Q13323","BIK","3",0,1,"AF-Q13323-F1-model_v4","Q13323-F1",0.409,0.883,2,62.542898089172
"456","Q13387","MAPK8IP2","3",0,1,"AF-Q13387-F1-model_v4","Q13387-F1",0.174,0.869,1,51.7187309562399
"457","Q13415","ORC1","3",47627,7,"AF-Q13415-F1-model_v4","Q13415-F1",0.154,0.765,1,67.9746077283372
"458","Q13421","MSLN","3",0,1,"AF-Q13421-F1-model_v4","Q13421-F1",0.171,0.275,0,79.0873356686586
