Gene,Essential CEG,Essential OEG
ENSG00000154277,Non-essential,Essential
ENSG00000163191,NA,Non-essential
ENSG00000169718,Non-essential,NA
ENSG00000255835,NA,Non-essential
ENSG00000113430,Non-essential,Non-essential
ENSG00000169429,NA,Non-essential
ENSG00000131095,Non-essential,NA
ENSG00000140876,Non-essential,Non-essential
ENSG00000128886,Non-essential,Non-essential
ENSG00000132388,NA,NA
ENSG00000258873,Non-essential,Non-essential
ENSG00000150756,Non-essential,Non-essential
ENSG00000151065,Non-essential,Non-essential
ENSG00000118492,NA,Non-essential
ENSG00000119396,Non-essential,NA
ENSG00000167965,NA,NA
ENSG00000119203,NA,NA
ENSG00000023909,Non-essential,Non-essential
ENSG00000143842,Non-essential,Essential
ENSG00000020577,Non-essential,Essential
ENSG00000133858,NA,Essential
ENSG00000186300,Non-essential,NA
ENSG00000130684,Non-essential,Non-essential
ENSG00000132698,Non-essential,Non-essential
ENSG00000151914,Non-essential,Essential
ENSG00000183734,Non-essential,Non-essential
ENSG00000103365,Non-essential,NA
ENSG00000146242,Non-essential,Non-essential
ENSG00000176697,Non-essential,NA
ENSG00000230989,Non-essential,Non-essential
ENSG00000184357,Non-essential,Non-essential
ENSG00000185507,Non-essential,NA
ENSG00000151240,Non-essential,Essential
ENSG00000081923,Non-essential,Non-essential
ENSG00000198763,NA,Non-essential
ENSG00000162735,Non-essential,Non-essential
ENSG00000145354,Non-essential,Essential
ENSG00000169252,Non-essential,Non-essential
ENSG00000121671,NA,Essential
ENSG00000196345,Non-essential,Non-essential
ENSG00000082068,Essential,NA
ENSG00000142528,Non-essential,Non-essential
ENSG00000085563,Non-essential,NA
ENSG00000198816,Non-essential,NA
ENSG00000167645,Non-essential,Non-essential
ENSG00000131711,Non-essential,Essential
ENSG00000144357,Non-essential,Essential
ENSG00000142197,Non-essential,Non-essential
ENSG00000134259,Non-essential,Essential
ENSG00000164011,Non-essential,Essential
ENSG00000123091,NA,NA
ENSG00000173041,Non-essential,Non-essential
ENSG00000100528,Non-essential,Non-essential
ENSG00000180628,Non-essential,NA
ENSG00000185869,Non-essential,Non-essential
ENSG00000132305,NA,NA
ENSG00000111605,NA,NA
ENSG00000104853,Non-essential,Essential
ENSG00000221823,NA,NA
ENSG00000119650,Non-essential,Non-essential
ENSG00000197442,Non-essential,NA
ENSG00000141371,Non-essential,Non-essential
ENSG00000169976,NA,NA
ENSG00000131584,Non-essential,Non-essential
ENSG00000129250,Non-essential,Essential
ENSG00000205659,NA,NA
ENSG00000137845,Non-essential,Essential
ENSG00000103089,Non-essential,NA
ENSG00000187792,Non-essential,NA
ENSG00000256771,Non-essential,Non-essential
ENSG00000162923,NA,Essential
ENSG00000117525,Non-essential,Non-essential
ENSG00000184216,Non-essential,Essential
ENSG00000134014,NA,NA
ENSG00000172731,Non-essential,Non-essential
ENSG00000182511,Non-essential,NA
ENSG00000162571,Non-essential,Non-essential
ENSG00000134278,Non-essential,NA
ENSG00000162999,Non-essential,Non-essential
ENSG00000095066,Non-essential,Non-essential
ENSG00000175691,Non-essential,Non-essential
ENSG00000171552,NA,NA
ENSG00000169641,Non-essential,Non-essential
ENSG00000152413,Non-essential,NA
ENSG00000183206,Non-essential,Non-essential
ENSG00000177732,Non-essential,Non-essential
ENSG00000168884,Non-essential,Non-essential
ENSG00000189042,Non-essential,Non-essential
ENSG00000174799,NA,Non-essential
ENSG00000135679,NA,NA
ENSG00000171132,NA,Essential
ENSG00000182580,Non-essential,Essential
ENSG00000176170,NA,Non-essential
ENSG00000135100,Non-essential,Essential
ENSG00000145414,NA,NA
ENSG00000168172,Non-essential,Essential
ENSG00000131773,Non-essential,NA
ENSG00000183691,Non-essential,Essential
ENSG00000158985,Non-essential,Essential
ENSG00000117419,Non-essential,Non-essential
ENSG00000182704,Non-essential,Non-essential
ENSG00000143882,Non-essential,Non-essential
ENSG00000134077,Non-essential,Non-essential
ENSG00000101323,Non-essential,Non-essential
ENSG00000119547,Non-essential,Essential
ENSG00000158169,NA,Non-essential
ENSG00000099940,Non-essential,NA
ENSG00000169118,NA,NA
ENSG00000100985,Non-essential,Non-essential
ENSG00000169302,Non-essential,NA
ENSG00000126778,Non-essential,NA
ENSG00000187566,Non-essential,NA
ENSG00000103150,Non-essential,Non-essential
ENSG00000161405,Non-essential,Essential
ENSG00000129657,Non-essential,NA
ENSG00000051108,Non-essential,Non-essential
ENSG00000120437,Non-essential,Non-essential
ENSG00000169519,Non-essential,Non-essential
ENSG00000125813,Non-essential,NA
ENSG00000094841,Non-essential,Non-essential
ENSG00000157110,Non-essential,NA
ENSG00000159885,Non-essential,Non-essential
ENSG00000101057,NA,NA
ENSG00000114480,Non-essential,NA
ENSG00000256223,Non-essential,Non-essential
ENSG00000249884,NA,Non-essential
ENSG00000109424,Non-essential,Non-essential
ENSG00000006530,Non-essential,Non-essential
ENSG00000153914,NA,NA
ENSG00000104881,Non-essential,Non-essential
ENSG00000170801,Non-essential,NA
ENSG00000123992,Non-essential,Non-essential
ENSG00000133606,Non-essential,NA
ENSG00000131069,Non-essential,NA
ENSG00000030304,NA,Non-essential
ENSG00000186868,Non-essential,NA
ENSG00000082805,Non-essential,NA
ENSG00000167881,NA,NA
ENSG00000136051,NA,Non-essential
ENSG00000073803,Non-essential,Non-essential
ENSG00000204779,Non-essential,Non-essential
ENSG00000162849,Non-essential,Non-essential
ENSG00000166135,Non-essential,Non-essential
ENSG00000198146,Non-essential,Essential
ENSG00000164342,Non-essential,Non-essential
ENSG00000120949,Non-essential,NA
ENSG00000256374,NA,Non-essential
ENSG00000166225,NA,Essential
ENSG00000141858,NA,Non-essential
ENSG00000177453,NA,Non-essential
ENSG00000119919,Non-essential,Non-essential
ENSG00000183048,Non-essential,NA
ENSG00000277462,NA,Essential
ENSG00000162378,Non-essential,Essential
ENSG00000267680,Non-essential,Non-essential
ENSG00000159184,Non-essential,Non-essential
ENSG00000129625,Non-essential,Non-essential
ENSG00000139352,Non-essential,Non-essential
ENSG00000055208,Non-essential,Essential
ENSG00000158604,Non-essential,Non-essential
ENSG00000165678,Non-essential,Non-essential
ENSG00000198795,Non-essential,Essential
ENSG00000156509,Non-essential,Non-essential
ENSG00000177628,Non-essential,Non-essential
ENSG00000214736,Non-essential,Non-essential
ENSG00000162992,Non-essential,NA
ENSG00000068650,Non-essential,Essential
ENSG00000159363,Non-essential,Essential
ENSG00000196267,Non-essential,Non-essential
ENSG00000187959,Non-essential,Non-essential
ENSG00000105443,Non-essential,NA
ENSG00000171097,NA,Non-essential
ENSG00000128652,Non-essential,NA
ENSG00000134900,Non-essential,Essential
ENSG00000100908,Non-essential,Non-essential
ENSG00000131848,Non-essential,Non-essential
ENSG00000107537,Non-essential,NA
ENSG00000100372,Non-essential,Non-essential
ENSG00000178363,Non-essential,NA
ENSG00000172819,NA,NA
ENSG00000090776,Non-essential,NA
ENSG00000085719,NA,Non-essential
ENSG00000092969,Non-essential,NA
ENSG00000129925,Non-essential,Non-essential
ENSG00000143727,Non-essential,Non-essential
ENSG00000203883,Non-essential,Non-essential
ENSG00000063241,Non-essential,NA
ENSG00000140263,Non-essential,Non-essential
ENSG00000187288,Non-essential,Non-essential
ENSG00000069011,Non-essential,Essential
ENSG00000254402,Non-essential,Non-essential
ENSG00000107651,Non-essential,Non-essential
ENSG00000126254,NA,Non-essential
ENSG00000178401,Non-essential,Non-essential
ENSG00000274791,NA,Non-essential
ENSG00000113742,Non-essential,Essential
ENSG00000140025,Non-essential,Non-essential
ENSG00000167107,Non-essential,Non-essential
ENSG00000124181,Non-essential,Essential
ENSG00000145741,NA,NA
ENSG00000137265,Non-essential,Essential
ENSG00000138780,Non-essential,NA
ENSG00000179163,Non-essential,Non-essential
ENSG00000138641,Non-essential,Non-essential
ENSG00000204991,Non-essential,NA
ENSG00000175220,Non-essential,Non-essential
ENSG00000088682,Non-essential,Non-essential
ENSG00000100784,Non-essential,NA
ENSG00000181625,Non-essential,Non-essential
ENSG00000278311,NA,Non-essential
ENSG00000120659,Non-essential,NA
ENSG00000167981,Non-essential,Non-essential
ENSG00000138592,NA,NA
ENSG00000159231,Non-essential,Non-essential
ENSG00000117528,Non-essential,Essential
ENSG00000068120,Essential,NA
ENSG00000266412,NA,NA
ENSG00000019991,Non-essential,NA
ENSG00000112699,Non-essential,Essential
ENSG00000182087,Non-essential,Non-essential
ENSG00000131791,Non-essential,NA
ENSG00000164758,NA,NA
ENSG00000171222,Non-essential,Non-essential
ENSG00000118898,Non-essential,NA
ENSG00000144792,NA,Non-essential
ENSG00000196357,Non-essential,Non-essential
ENSG00000176769,Non-essential,Non-essential
ENSG00000164086,Non-essential,Essential
ENSG00000181061,Non-essential,Non-essential
ENSG00000113196,Non-essential,NA
ENSG00000101166,NA,Non-essential
ENSG00000184254,Non-essential,NA
ENSG00000164576,Non-essential,NA
ENSG00000152990,NA,Non-essential
ENSG00000102804,Non-essential,Essential
ENSG00000104941,Non-essential,NA
ENSG00000153071,Non-essential,NA
ENSG00000163848,NA,NA
ENSG00000112874,Non-essential,Non-essential
ENSG00000213020,Non-essential,Non-essential
ENSG00000183696,Non-essential,NA
ENSG00000011422,NA,Non-essential
ENSG00000157823,Non-essential,Non-essential
ENSG00000112333,Non-essential,Essential
ENSG00000026297,Non-essential,Non-essential
ENSG00000100284,Non-essential,NA
ENSG00000106351,Non-essential,Non-essential
ENSG00000185668,Non-essential,Non-essential
ENSG00000141968,Non-essential,Essential
ENSG00000147526,Non-essential,NA
ENSG00000113360,NA,NA
ENSG00000186908,Non-essential,NA
ENSG00000103187,Non-essential,Non-essential
ENSG00000217128,Non-essential,NA
ENSG00000085662,Non-essential,Non-essential
ENSG00000115963,Non-essential,NA
ENSG00000100300,Non-essential,Non-essential
ENSG00000139719,NA,Non-essential
ENSG00000213977,Non-essential,Non-essential
ENSG00000004660,Non-essential,NA
ENSG00000266173,Non-essential,Non-essential
ENSG00000205726,Non-essential,Essential
ENSG00000188937,Non-essential,Non-essential
ENSG00000128713,Non-essential,Non-essential
ENSG00000178199,NA,Non-essential
ENSG00000105997,Non-essential,Essential
ENSG00000118217,Non-essential,Non-essential
ENSG00000160808,Non-essential,Essential
ENSG00000152475,Non-essential,Non-essential
ENSG00000133703,NA,NA
ENSG00000114904,Non-essential,Non-essential
ENSG00000106852,Non-essential,Essential
ENSG00000100276,Non-essential,Non-essential
ENSG00000119812,Non-essential,Non-essential
ENSG00000143178,Non-essential,NA
ENSG00000081051,Non-essential,Non-essential
ENSG00000241553,Essential,NA
ENSG00000181027,Non-essential,Non-essential
ENSG00000172336,NA,Non-essential
ENSG00000162909,Non-essential,NA
ENSG00000101052,Non-essential,NA
ENSG00000101017,Non-essential,NA
ENSG00000196586,Non-essential,NA
ENSG00000106366,Non-essential,NA
ENSG00000151090,Non-essential,Essential
ENSG00000162302,NA,NA
ENSG00000165171,Non-essential,Non-essential
ENSG00000112246,Non-essential,Essential
ENSG00000079462,Non-essential,Non-essential
ENSG00000132000,Non-essential,Non-essential
ENSG00000111832,Non-essential,Non-essential
ENSG00000167004,NA,NA
ENSG00000184203,NA,Non-essential
ENSG00000120784,Non-essential,Non-essential
ENSG00000167094,Non-essential,Non-essential
ENSG00000182472,Non-essential,NA
ENSG00000169495,Non-essential,Non-essential
ENSG00000168283,NA,NA
ENSG00000099992,Non-essential,Non-essential
ENSG00000197562,Non-essential,NA
ENSG00000151005,Non-essential,Non-essential
ENSG00000164122,Non-essential,NA
ENSG00000138698,Non-essential,Non-essential
ENSG00000109534,NA,NA
ENSG00000115641,Non-essential,NA
ENSG00000067829,Non-essential,NA
ENSG00000166426,Non-essential,Non-essential
ENSG00000164690,Non-essential,Non-essential
ENSG00000154127,Non-essential,Non-essential
ENSG00000168676,Non-essential,Non-essential
ENSG00000125246,Non-essential,Non-essential
ENSG00000121579,NA,NA
ENSG00000173848,Non-essential,NA
ENSG00000187682,Non-essential,NA
ENSG00000102543,Non-essential,NA
ENSG00000011275,Non-essential,NA
ENSG00000139515,NA,Non-essential
ENSG00000198740,Non-essential,Essential
ENSG00000186280,Non-essential,Non-essential
ENSG00000171443,Non-essential,Non-essential
ENSG00000064300,Non-essential,NA
ENSG00000008853,Non-essential,NA
ENSG00000034713,Non-essential,Non-essential
ENSG00000102034,Non-essential,Non-essential
ENSG00000162415,Non-essential,NA
ENSG00000106605,Non-essential,Non-essential
ENSG00000182676,Non-essential,Non-essential
ENSG00000198346,Non-essential,Non-essential
ENSG00000090932,Non-essential,Non-essential
ENSG00000167588,Non-essential,Non-essential
ENSG00000065320,Non-essential,Essential
ENSG00000138796,Non-essential,Non-essential
ENSG00000167522,NA,Essential
ENSG00000196417,Non-essential,Non-essential
ENSG00000179331,Non-essential,Non-essential
ENSG00000132485,NA,NA
ENSG00000172167,NA,NA
ENSG00000079950,Non-essential,Non-essential
ENSG00000106052,Non-essential,Non-essential
ENSG00000140807,Non-essential,Essential
ENSG00000126216,NA,NA
ENSG00000007314,NA,Essential
ENSG00000180263,Non-essential,NA
ENSG00000172936,Non-essential,Non-essential
ENSG00000182890,Non-essential,NA
ENSG00000074657,Non-essential,Essential
ENSG00000247077,Non-essential,Non-essential
ENSG00000169635,NA,Essential
ENSG00000105519,NA,Non-essential
ENSG00000122367,Non-essential,Essential
ENSG00000181092,Non-essential,NA
ENSG00000165914,Non-essential,Essential
ENSG00000105708,Non-essential,NA
ENSG00000188620,Non-essential,Non-essential
ENSG00000145703,Non-essential,Non-essential
ENSG00000151360,Non-essential,Non-essential
ENSG00000100304,Non-essential,NA
ENSG00000119514,Non-essential,NA
ENSG00000146540,Non-essential,Non-essential
ENSG00000000457,Non-essential,Non-essential
ENSG00000178342,Non-essential,Non-essential
ENSG00000103966,Non-essential,NA
ENSG00000075826,Non-essential,Non-essential
ENSG00000107949,NA,NA
ENSG00000162882,Non-essential,Non-essential
ENSG00000130653,Non-essential,Essential
ENSG00000144224,Non-essential,Non-essential
ENSG00000100033,Non-essential,Non-essential
ENSG00000101745,Non-essential,Essential
ENSG00000173402,Non-essential,Essential
ENSG00000164904,Non-essential,NA
ENSG00000160209,NA,NA
ENSG00000166783,NA,Non-essential
ENSG00000118194,Non-essential,NA
ENSG00000147421,Non-essential,Essential
ENSG00000115944,Non-essential,Non-essential
ENSG00000171094,Non-essential,Essential
ENSG00000134668,Non-essential,Non-essential
ENSG00000213689,Non-essential,Essential
ENSG00000171204,Non-essential,Non-essential
ENSG00000204370,NA,NA
ENSG00000115884,Non-essential,Non-essential
ENSG00000156931,Non-essential,Non-essential
ENSG00000102218,Non-essential,Essential
ENSG00000136463,Non-essential,Non-essential
ENSG00000114735,NA,Non-essential
ENSG00000163166,NA,Non-essential
ENSG00000158552,Non-essential,Non-essential
ENSG00000146755,Non-essential,NA
ENSG00000170515,NA,NA
ENSG00000224470,Non-essential,Non-essential
ENSG00000170485,Non-essential,Essential
ENSG00000178307,Non-essential,Essential
ENSG00000168781,Non-essential,Non-essential
ENSG00000179958,Non-essential,Non-essential
ENSG00000104313,Non-essential,Essential
ENSG00000115649,Non-essential,Non-essential
ENSG00000166971,Non-essential,Non-essential
ENSG00000142166,Non-essential,Non-essential
ENSG00000136161,Non-essential,NA
ENSG00000128694,Non-essential,Non-essential
ENSG00000135723,Non-essential,Essential
ENSG00000104427,Non-essential,NA
ENSG00000120915,Non-essential,Non-essential
ENSG00000080823,Non-essential,Non-essential
ENSG00000276293,NA,NA
ENSG00000117036,Non-essential,NA
ENSG00000120963,Non-essential,NA
ENSG00000168701,Non-essential,Non-essential
ENSG00000116337,Non-essential,Essential
ENSG00000176749,Non-essential,Essential
ENSG00000103876,Non-essential,Essential
ENSG00000134461,Non-essential,Non-essential
ENSG00000057663,Non-essential,Essential
ENSG00000157827,Non-essential,NA
ENSG00000123200,NA,Essential
ENSG00000187556,Non-essential,Non-essential
ENSG00000156853,Non-essential,NA
ENSG00000099958,Non-essential,Non-essential
ENSG00000147202,NA,Essential
ENSG00000164597,NA,Non-essential
ENSG00000180210,Non-essential,Essential
ENSG00000048342,Non-essential,NA
ENSG00000147471,Non-essential,Non-essential
ENSG00000141391,NA,Non-essential
ENSG00000164708,Non-essential,NA
ENSG00000104093,Non-essential,Essential
ENSG00000176302,Non-essential,Non-essential
ENSG00000277586,NA,Non-essential
ENSG00000101457,NA,Non-essential
ENSG00000167996,Non-essential,Essential
ENSG00000067365,Non-essential,Non-essential
ENSG00000173992,Non-essential,Non-essential
ENSG00000186017,Non-essential,Non-essential
ENSG00000140299,Non-essential,Non-essential
ENSG00000019995,Non-essential,Essential
ENSG00000176108,NA,NA
ENSG00000102678,Non-essential,NA
ENSG00000163466,NA,NA
ENSG00000198336,Non-essential,Non-essential
ENSG00000084234,Non-essential,Essential
ENSG00000185340,NA,Non-essential
ENSG00000250565,Non-essential,Non-essential
ENSG00000196233,Non-essential,Essential
ENSG00000090539,Non-essential,NA
ENSG00000173818,Non-essential,Non-essential
ENSG00000123240,Non-essential,Essential
ENSG00000187266,Non-essential,NA
ENSG00000152404,NA,Non-essential
ENSG00000155961,Non-essential,Non-essential
ENSG00000106689,Non-essential,NA
ENSG00000167264,Non-essential,Non-essential
ENSG00000103313,Non-essential,Non-essential
ENSG00000108239,Non-essential,Non-essential
ENSG00000119699,Non-essential,Essential
ENSG00000114850,Non-essential,Non-essential
ENSG00000186687,Non-essential,Non-essential
ENSG00000171385,Non-essential,Essential
ENSG00000119866,Non-essential,Essential
ENSG00000182606,Non-essential,NA
ENSG00000075891,Non-essential,NA
ENSG00000147124,Non-essential,Non-essential
ENSG00000186866,Non-essential,Non-essential
ENSG00000158710,Non-essential,Non-essential
ENSG00000148120,Non-essential,Non-essential
ENSG00000107897,Non-essential,NA
ENSG00000196268,Non-essential,Non-essential
ENSG00000116754,NA,NA
ENSG00000130770,Non-essential,Non-essential
ENSG00000038532,Non-essential,NA
ENSG00000088256,Non-essential,Essential
ENSG00000179889,Non-essential,Non-essential
ENSG00000204616,Non-essential,Non-essential
ENSG00000198353,Non-essential,NA
ENSG00000168646,NA,NA
ENSG00000100600,Non-essential,Non-essential
ENSG00000155366,Non-essential,Non-essential
ENSG00000188613,Non-essential,Non-essential
ENSG00000269313,NA,Non-essential
ENSG00000178764,Non-essential,Essential
ENSG00000178695,NA,Non-essential
ENSG00000162493,Non-essential,Non-essential
ENSG00000166024,Non-essential,Non-essential
ENSG00000188312,Non-essential,Non-essential
ENSG00000151893,Non-essential,Non-essential
ENSG00000167550,Non-essential,Non-essential
ENSG00000105750,NA,Non-essential
ENSG00000170276,Non-essential,Non-essential
ENSG00000152684,NA,Non-essential
ENSG00000117505,NA,NA
ENSG00000166402,Non-essential,Essential
ENSG00000124151,NA,NA
ENSG00000167985,NA,Non-essential
ENSG00000156471,Non-essential,Non-essential
ENSG00000178403,Non-essential,NA
ENSG00000162755,Non-essential,Non-essential
ENSG00000138642,Non-essential,Non-essential
ENSG00000142634,Non-essential,Non-essential
ENSG00000170561,Non-essential,Non-essential
ENSG00000133433,Non-essential,Non-essential
ENSG00000196535,Non-essential,Essential
ENSG00000186448,Non-essential,NA
ENSG00000134265,NA,Non-essential
ENSG00000180233,NA,Non-essential
ENSG00000102057,Non-essential,NA
ENSG00000081237,NA,Non-essential
ENSG00000112029,NA,NA
ENSG00000167202,Non-essential,Non-essential
ENSG00000138814,Non-essential,NA
ENSG00000130313,Non-essential,Non-essential
ENSG00000101335,Non-essential,Non-essential
ENSG00000173064,NA,Non-essential
ENSG00000053501,NA,Non-essential
ENSG00000104880,Non-essential,Non-essential
ENSG00000170464,Non-essential,NA
ENSG00000163513,NA,NA
ENSG00000105675,Non-essential,Essential
ENSG00000008710,Non-essential,Non-essential
ENSG00000148296,NA,Non-essential
ENSG00000164941,NA,NA
ENSG00000005882,NA,Non-essential
ENSG00000006715,NA,Non-essential
ENSG00000149269,Non-essential,NA
ENSG00000136710,NA,Non-essential
ENSG00000242110,Non-essential,Non-essential
ENSG00000140795,Non-essential,NA
ENSG00000203690,Non-essential,Non-essential
ENSG00000120647,Non-essential,Non-essential
ENSG00000125875,Non-essential,Essential
ENSG00000122971,Non-essential,NA
ENSG00000116678,Non-essential,NA
ENSG00000172007,NA,Essential
ENSG00000170954,Non-essential,Non-essential
ENSG00000204335,Non-essential,Non-essential
ENSG00000171989,Non-essential,Non-essential
ENSG00000104728,Non-essential,Essential
ENSG00000110693,Non-essential,Essential
ENSG00000128463,NA,Non-essential
ENSG00000119231,NA,NA
ENSG00000160867,Non-essential,Essential
ENSG00000147439,Non-essential,NA
ENSG00000106367,Non-essential,Non-essential
ENSG00000137692,Non-essential,NA
ENSG00000121413,Non-essential,Non-essential
ENSG00000004799,Non-essential,Non-essential
ENSG00000198682,Non-essential,Non-essential
ENSG00000129219,Non-essential,Non-essential
ENSG00000196350,Non-essential,Non-essential
ENSG00000116903,NA,Essential
ENSG00000136026,Non-essential,Essential
ENSG00000148677,Non-essential,Non-essential
ENSG00000162526,Non-essential,NA
ENSG00000163374,Non-essential,Non-essential
ENSG00000157933,NA,Non-essential
ENSG00000104312,Non-essential,Non-essential
ENSG00000165617,Non-essential,NA
ENSG00000181856,Non-essential,Non-essential
ENSG00000183891,Non-essential,Non-essential
ENSG00000158435,NA,Non-essential
ENSG00000141576,Non-essential,Non-essential
ENSG00000104903,NA,Non-essential
ENSG00000112972,Essential,Essential
ENSG00000174851,Non-essential,NA
ENSG00000157036,Non-essential,NA
ENSG00000030419,NA,Non-essential
ENSG00000185246,NA,NA
ENSG00000166313,Non-essential,Essential
ENSG00000164172,Non-essential,Non-essential
ENSG00000125741,Non-essential,Non-essential
ENSG00000133216,Non-essential,Essential
ENSG00000171595,Non-essential,Non-essential
ENSG00000167992,Non-essential,NA
ENSG00000143862,Non-essential,Essential
ENSG00000197841,Non-essential,Non-essential
ENSG00000151150,Non-essential,Essential
ENSG00000108587,NA,Non-essential
ENSG00000110880,Non-essential,Essential
ENSG00000214013,Non-essential,NA
ENSG00000181827,NA,Non-essential
ENSG00000011566,Non-essential,NA
ENSG00000182551,Non-essential,Non-essential
ENSG00000104738,NA,NA
ENSG00000157911,NA,NA
ENSG00000106397,Non-essential,Essential
ENSG00000134262,Non-essential,Non-essential
ENSG00000196757,Non-essential,Non-essential
ENSG00000146955,NA,Non-essential
ENSG00000145782,Non-essential,Non-essential
ENSG00000173334,Non-essential,Non-essential
ENSG00000171174,Non-essential,Non-essential
ENSG00000108578,Non-essential,Non-essential
ENSG00000138347,Non-essential,Non-essential
ENSG00000119917,Non-essential,Non-essential
ENSG00000159388,Non-essential,Non-essential
ENSG00000265972,NA,Non-essential
ENSG00000198040,NA,Non-essential
ENSG00000163607,NA,Non-essential
ENSG00000077458,NA,Non-essential
ENSG00000163399,NA,Essential
ENSG00000214113,NA,Non-essential
ENSG00000205758,Non-essential,Non-essential
ENSG00000269343,Non-essential,Non-essential
ENSG00000162761,Non-essential,Essential
ENSG00000160613,Non-essential,NA
ENSG00000115295,Non-essential,Non-essential
ENSG00000164631,Non-essential,Non-essential
ENSG00000187147,NA,Essential
ENSG00000196247,Non-essential,Non-essential
ENSG00000179943,Non-essential,Non-essential
ENSG00000119669,Non-essential,Non-essential
ENSG00000063245,Non-essential,Non-essential
ENSG00000104805,Non-essential,NA
ENSG00000152137,Non-essential,NA
ENSG00000163479,Non-essential,Non-essential
ENSG00000108960,Non-essential,Non-essential
ENSG00000188786,Non-essential,Essential
ENSG00000122026,NA,NA
ENSG00000163832,NA,Non-essential
ENSG00000143751,NA,Non-essential
ENSG00000104946,Non-essential,NA
ENSG00000108176,Non-essential,Non-essential
ENSG00000058799,NA,Non-essential
ENSG00000167232,Non-essential,Non-essential
ENSG00000156574,Non-essential,NA
ENSG00000118900,Non-essential,NA
ENSG00000115355,Non-essential,Essential
ENSG00000104327,Non-essential,Non-essential
ENSG00000134398,Non-essential,NA
ENSG00000132207,Non-essential,Non-essential
ENSG00000149646,Non-essential,Non-essential
ENSG00000174130,Non-essential,Non-essential
ENSG00000118271,Non-essential,NA
ENSG00000043591,Non-essential,Non-essential
ENSG00000170948,Non-essential,Non-essential
ENSG00000169967,NA,NA
ENSG00000103037,Non-essential,Non-essential
ENSG00000133687,Non-essential,Non-essential
ENSG00000179965,Non-essential,Non-essential
ENSG00000162384,Non-essential,Non-essential
ENSG00000043093,Non-essential,NA
ENSG00000172780,Non-essential,Non-essential
ENSG00000172354,Non-essential,Essential
ENSG00000196465,Non-essential,Non-essential
ENSG00000163046,NA,Non-essential
ENSG00000277150,NA,Non-essential
ENSG00000138162,Non-essential,NA
ENSG00000081791,Non-essential,Non-essential
ENSG00000102858,Non-essential,NA
ENSG00000196150,Non-essential,NA
ENSG00000139218,NA,Non-essential
ENSG00000158669,NA,Non-essential
ENSG00000214087,Non-essential,Non-essential
ENSG00000047579,Non-essential,Non-essential
ENSG00000001626,Non-essential,Essential
ENSG00000277443,NA,Non-essential
ENSG00000054611,Non-essential,Non-essential
ENSG00000049769,Non-essential,Non-essential
ENSG00000099860,NA,Non-essential
ENSG00000096092,Non-essential,Non-essential
ENSG00000102981,Non-essential,Non-essential
ENSG00000139514,Non-essential,Essential
ENSG00000229676,Non-essential,Non-essential
ENSG00000116266,Non-essential,NA
ENSG00000145495,NA,Non-essential
ENSG00000176024,Non-essential,Non-essential
ENSG00000101928,Non-essential,NA
ENSG00000104140,Non-essential,Non-essential
ENSG00000172818,Non-essential,Non-essential
ENSG00000115520,Non-essential,Non-essential
ENSG00000113269,Non-essential,NA
ENSG00000082212,Non-essential,Non-essential
ENSG00000136279,Non-essential,Non-essential
ENSG00000274211,NA,Non-essential
ENSG00000173673,Non-essential,Non-essential
ENSG00000185730,Non-essential,Non-essential
ENSG00000161048,Non-essential,Non-essential
ENSG00000122786,Non-essential,NA
ENSG00000213988,Non-essential,Non-essential
ENSG00000140398,Non-essential,Non-essential
ENSG00000214595,Non-essential,Non-essential
ENSG00000113578,Non-essential,Non-essential
ENSG00000139793,Non-essential,NA
ENSG00000164692,Non-essential,Essential
ENSG00000111490,Non-essential,Non-essential
ENSG00000179776,Non-essential,NA
ENSG00000066455,Non-essential,Non-essential
ENSG00000185043,Non-essential,Non-essential
ENSG00000253293,Non-essential,Non-essential
ENSG00000165264,NA,Non-essential
ENSG00000133401,Non-essential,NA
ENSG00000050393,Non-essential,Non-essential
ENSG00000135175,Non-essential,Non-essential
ENSG00000086991,Non-essential,NA
ENSG00000134070,Non-essential,Non-essential
ENSG00000203989,Non-essential,Non-essential
ENSG00000237440,Non-essential,Non-essential
ENSG00000128594,Non-essential,Essential
ENSG00000105438,Non-essential,NA
ENSG00000162298,NA,Essential
ENSG00000144744,NA,NA
ENSG00000181666,Non-essential,Non-essential
ENSG00000124459,Non-essential,Non-essential
ENSG00000142347,Non-essential,Essential
ENSG00000131507,Non-essential,NA
ENSG00000148834,Non-essential,Non-essential
ENSG00000277858,NA,Non-essential
ENSG00000149428,NA,NA
ENSG00000120899,Non-essential,Essential
ENSG00000165029,Non-essential,Essential
ENSG00000145715,Non-essential,Essential
ENSG00000118922,NA,Essential
ENSG00000036473,Non-essential,NA
ENSG00000130037,Non-essential,NA
ENSG00000115286,NA,NA
ENSG00000119673,Non-essential,Non-essential
ENSG00000167562,Non-essential,Non-essential
ENSG00000140718,Non-essential,Non-essential
ENSG00000173821,Non-essential,Non-essential
ENSG00000145781,Non-essential,Non-essential
ENSG00000099769,Non-essential,NA
ENSG00000160783,Essential,Non-essential
ENSG00000141748,Non-essential,Non-essential
ENSG00000160213,Non-essential,Non-essential
ENSG00000107130,Non-essential,NA
ENSG00000038427,Non-essential,Essential
ENSG00000164532,Non-essential,Essential
ENSG00000103507,Non-essential,NA
ENSG00000142327,NA,Non-essential
ENSG00000164182,Non-essential,Non-essential
