Gene,Essential CEG,Essential OEG
FBgn0033304,Non-essential,NA
FBgn0032749,Non-essential,NA
FBgn0001138,Non-essential,Essential
FBgn0003292,Non-essential,NA
FBgn0037492,Non-essential,NA
FBgn0027599,Non-essential,NA
FBgn0024996,NA,NA
FBgn0035911,Non-essential,NA
FBgn0037698,Non-essential,NA
FBgn0052202,Non-essential,NA
FBgn0036959,NA,NA
FBgn0053879,Non-essential,NA
FBgn0028700,NA,NA
FBgn0025692,Non-essential,NA
FBgn0033853,Non-essential,NA
FBgn0031715,Non-essential,NA
FBgn0047038,Non-essential,NA
FBgn0085303,Non-essential,NA
FBgn0031244,Non-essential,NA
FBgn0028372,Non-essential,NA
FBgn0036490,Non-essential,NA
FBgn0037862,Non-essential,NA
FBgn0038286,Non-essential,NA
FBgn0038730,Non-essential,NA
FBgn0039204,Non-essential,NA
FBgn0039561,Essential,NA
FBgn0038427,Non-essential,NA
FBgn0032447,Non-essential,NA
FBgn0052371,Non-essential,NA
FBgn0035657,Non-essential,NA
FBgn0030114,Non-essential,NA
FBgn0034205,Non-essential,NA
FBgn0050295,Non-essential,NA
FBgn0044452,Non-essential,NA
FBgn0260855,Non-essential,NA
FBgn0038348,Non-essential,NA
FBgn0033015,Non-essential,NA
FBgn0040294,Non-essential,NA
FBgn0031183,Non-essential,NA
FBgn0026181,Non-essential,Essential
FBgn0033845,Essential,NA
FBgn0023083,Essential,Essential
FBgn0259742,Non-essential,NA
FBgn0039371,Non-essential,NA
FBgn0030093,Essential,NA
FBgn0030915,Non-essential,NA
FBgn0037481,Essential,NA
FBgn0259195,Non-essential,NA
FBgn0031484,Non-essential,NA
FBgn0031253,Non-essential,NA
FBgn0041103,Non-essential,NA
FBgn0037603,Essential,NA
FBgn0061492,Non-essential,NA
FBgn0028691,NA,NA
FBgn0039543,Non-essential,NA
FBgn0259795,Non-essential,NA
FBgn0035209,Non-essential,NA
FBgn0029964,Non-essential,NA
FBgn0039128,Non-essential,NA
FBgn0017578,Non-essential,Essential
FBgn0035008,Non-essential,NA
FBgn0064766,Non-essential,NA
FBgn0035852,Non-essential,NA
FBgn0052055,Non-essential,NA
FBgn0032798,Non-essential,NA
FBgn0034904,Non-essential,NA
FBgn0035025,NA,NA
FBgn0031873,NA,NA
FBgn0063498,Non-essential,NA
FBgn0021979,Non-essential,NA
FBgn0037263,Non-essential,NA
FBgn0000119,Non-essential,Essential
FBgn0031488,Non-essential,NA
FBgn0031286,Non-essential,NA
FBgn0050147,Non-essential,NA
FBgn0022027,Non-essential,NA
FBgn0011666,Essential,NA
FBgn0038947,Non-essential,NA
FBgn0003744,Essential,Essential
FBgn0031345,Non-essential,NA
FBgn0051501,Non-essential,NA
FBgn0053859,Non-essential,NA
FBgn0025626,Non-essential,NA
FBgn0022382,Non-essential,NA
FBgn0035993,Non-essential,Essential
FBgn0034313,Non-essential,NA
FBgn0030196,Non-essential,NA
FBgn0004574,Non-essential,NA
FBgn0051301,Non-essential,NA
FBgn0023167,Essential,NA
FBgn0036666,Non-essential,NA
FBgn0037108,Essential,NA
FBgn0034176,Non-essential,NA
FBgn0037716,Non-essential,NA
FBgn0259729,Non-essential,NA
FBgn0037612,Non-essential,NA
FBgn0260940,Non-essential,NA
FBgn0034938,Non-essential,NA
FBgn0036919,Non-essential,NA
FBgn0040660,Non-essential,NA
FBgn0035238,NA,NA
FBgn0030793,Non-essential,NA
FBgn0037386,Non-essential,NA
FBgn0023515,Non-essential,NA
FBgn0026573,Non-essential,NA
FBgn0000229,Non-essential,NA
FBgn0050354,Non-essential,NA
FBgn0004170,Non-essential,NA
FBgn0260795,NA,NA
FBgn0038774,Non-essential,NA
FBgn0031820,Non-essential,NA
FBgn0029820,Non-essential,NA
FBgn0040529,Non-essential,NA
FBgn0030864,NA,NA
FBgn0051907,Non-essential,NA
FBgn0029809,Non-essential,NA
FBgn0051803,NA,NA
FBgn0053843,Non-essential,NA
FBgn0023542,NA,NA
FBgn0036333,Non-essential,NA
FBgn0039130,Non-essential,NA
FBgn0003371,Essential,Essential
FBgn0051702,Non-essential,NA
FBgn0061359,Non-essential,NA
FBgn0032633,Non-essential,NA
FBgn0035402,NA,NA
FBgn0001977,Non-essential,NA
FBgn0034191,Essential,NA
FBgn0015360,Non-essential,NA
FBgn0034105,Non-essential,NA
FBgn0037544,Non-essential,NA
FBgn0035231,Non-essential,NA
FBgn0036484,Non-essential,NA
FBgn0085470,Non-essential,NA
FBgn0034877,Non-essential,NA
FBgn0031040,Non-essential,NA
FBgn0037312,NA,NA
FBgn0028381,Non-essential,NA
FBgn0033738,NA,NA
FBgn0031534,Non-essential,NA
FBgn0028375,Essential,NA
FBgn0003748,Non-essential,NA
FBgn0042205,Non-essential,NA
FBgn0038244,Essential,NA
FBgn0036662,Essential,NA
FBgn0030484,Non-essential,NA
FBgn0032473,Non-essential,NA
FBgn0013679,Non-essential,NA
FBgn0038877,Non-essential,NA
FBgn0023213,NA,NA
FBgn0053813,Non-essential,NA
FBgn0037773,Non-essential,NA
FBgn0035581,Non-essential,NA
FBgn0019662,Non-essential,NA
FBgn0011648,Non-essential,Essential
FBgn0030358,Non-essential,NA
FBgn0031598,Non-essential,NA
FBgn0033539,Non-essential,NA
FBgn0017577,NA,NA
FBgn0260407,Essential,NA
FBgn0003356,Essential,NA
FBgn0040064,Non-essential,NA
FBgn0026238,Non-essential,NA
FBgn0034141,Non-essential,NA
FBgn0005355,Non-essential,NA
FBgn0033549,Non-essential,NA
FBgn0030318,Non-essential,NA
FBgn0037749,Non-essential,NA
FBgn0025838,Non-essential,NA
FBgn0032395,Non-essential,NA
FBgn0032801,Non-essential,NA
FBgn0032160,Non-essential,NA
FBgn0039677,Non-essential,NA
FBgn0031052,Essential,NA
FBgn0015295,Non-essential,NA
FBgn0002641,Non-essential,NA
FBgn0031720,Non-essential,NA
FBgn0261436,Essential,NA
FBgn0086686,Non-essential,NA
FBgn0032234,Essential,NA
FBgn0034918,Non-essential,NA
FBgn0260861,Non-essential,NA
FBgn0259237,Non-essential,NA
FBgn0032520,Non-essential,NA
FBgn0013750,Essential,NA
FBgn0039210,NA,NA
FBgn0001965,Non-essential,NA
FBgn0003206,Non-essential,NA
FBgn0030552,Essential,NA
FBgn0033692,Non-essential,NA
FBgn0024804,NA,NA
FBgn0033716,Non-essential,NA
FBgn0030538,Non-essential,NA
FBgn0035799,Non-essential,NA
FBgn0039925,Non-essential,NA
FBgn0260635,Essential,NA
FBgn0034354,Non-essential,NA
FBgn0023023,Non-essential,NA
FBgn0039303,Non-essential,NA
FBgn0038478,Essential,NA
FBgn0015793,Non-essential,NA
FBgn0030976,Non-essential,NA
FBgn0038358,Non-essential,NA
FBgn0034513,Non-essential,NA
FBgn0024491,NA,NA
FBgn0053846,Non-essential,NA
FBgn0038972,Non-essential,NA
FBgn0033794,Non-essential,NA
FBgn0038453,Non-essential,NA
FBgn0032884,NA,NA
FBgn0033350,Non-essential,NA
FBgn0034061,Non-essential,NA
FBgn0039537,Non-essential,NA
FBgn0013733,Non-essential,NA
FBgn0027515,Non-essential,NA
FBgn0038360,NA,NA
FBgn0033685,Non-essential,NA
FBgn0052137,Non-essential,NA
FBgn0030037,Non-essential,NA
FBgn0029594,Non-essential,NA
FBgn0026438,Non-essential,NA
FBgn0085693,Non-essential,NA
FBgn0038206,Non-essential,NA
FBgn0032705,Essential,NA
FBgn0037697,Non-essential,NA
FBgn0031469,Non-essential,NA
FBgn0036483,Non-essential,NA
FBgn0053544,Non-essential,NA
FBgn0025352,Essential,NA
FBgn0260990,Non-essential,NA
FBgn0026403,Non-essential,NA
FBgn0038108,NA,NA
FBgn0051611,Non-essential,NA
FBgn0037875,Non-essential,NA
FBgn0031813,Non-essential,NA
FBgn0036522,Non-essential,NA
FBgn0037261,Non-essential,NA
FBgn0031100,Non-essential,NA
FBgn0053905,Non-essential,NA
FBgn0033475,NA,NA
FBgn0037656,NA,NA
FBgn0033153,Non-essential,NA
FBgn0036448,Non-essential,NA
FBgn0035811,Non-essential,NA
FBgn0047178,Non-essential,NA
FBgn0039920,Non-essential,NA
FBgn0032276,Non-essential,NA
FBgn0032287,Non-essential,NA
FBgn0042693,NA,NA
FBgn0037810,NA,NA
FBgn0041702,Non-essential,NA
FBgn0040011,Essential,NA
FBgn0051211,Non-essential,NA
FBgn0036162,Non-essential,NA
FBgn0038871,Non-essential,NA
FBgn0003961,Non-essential,NA
FBgn0052056,Non-essential,NA
FBgn0034858,Non-essential,NA
FBgn0037094,Non-essential,NA
FBgn0011294,Non-essential,NA
FBgn0031662,Non-essential,NA
FBgn0053244,Non-essential,NA
FBgn0053897,Non-essential,NA
FBgn0002719,Non-essential,NA
FBgn0036740,NA,NA
FBgn0035568,NA,NA
FBgn0037363,Non-essential,NA
FBgn0030659,Non-essential,NA
FBgn0085480,Non-essential,NA
FBgn0034447,Non-essential,NA
FBgn0027568,NA,NA
FBgn0030336,Essential,NA
FBgn0034745,Non-essential,NA
FBgn0034570,Non-essential,NA
FBgn0052626,Non-essential,NA
FBgn0028570,Non-essential,NA
FBgn0052568,Non-essential,NA
FBgn0036614,Non-essential,NA
FBgn0030834,Non-essential,NA
FBgn0000114,Non-essential,NA
FBgn0011828,Non-essential,NA
FBgn0030545,Non-essential,NA
FBgn0028838,Non-essential,NA
FBgn0032115,Non-essential,NA
FBgn0034710,Non-essential,NA
FBgn0029906,Non-essential,NA
FBgn0031836,Non-essential,NA
FBgn0011817,Non-essential,NA
FBgn0030700,Non-essential,NA
FBgn0015376,NA,NA
FBgn0038505,Non-essential,NA
FBgn0032053,NA,NA
FBgn0001133,NA,Essential
FBgn0031860,Non-essential,NA
FBgn0260859,Essential,NA
FBgn0261353,Essential,NA
FBgn0053895,Non-essential,NA
FBgn0033887,Non-essential,NA
FBgn0014009,Non-essential,NA
FBgn0038302,Non-essential,NA
FBgn0002022,Non-essential,NA
FBgn0032313,Non-essential,NA
FBgn0001104,Non-essential,NA
FBgn0028669,Non-essential,NA
FBgn0001981,Non-essential,NA
FBgn0037801,Non-essential,NA
FBgn0085211,Non-essential,NA
FBgn0027621,Non-essential,NA
FBgn0038301,Non-essential,NA
FBgn0032790,Non-essential,NA
FBgn0051778,Non-essential,NA
FBgn0021825,NA,NA
FBgn0034106,Non-essential,NA
FBgn0034270,Non-essential,NA
FBgn0053880,Non-essential,NA
FBgn0037822,Non-essential,NA
FBgn0259986,Non-essential,NA
FBgn0037580,Non-essential,NA
FBgn0034423,Non-essential,NA
FBgn0053878,Non-essential,NA
FBgn0037837,Non-essential,NA
FBgn0028997,NA,NA
FBgn0041191,Essential,NA
FBgn0030073,Non-essential,NA
FBgn0038630,Non-essential,NA
FBgn0052026,Non-essential,NA
FBgn0004227,Essential,NA
FBgn0035532,Non-essential,NA
FBgn0053092,Non-essential,NA
FBgn0035589,Non-essential,NA
FBgn0032017,Non-essential,NA
FBgn0029137,Non-essential,NA
FBgn0034924,Non-essential,NA
FBgn0261514,Non-essential,NA
FBgn0028668,Non-essential,NA
FBgn0031106,Non-essential,NA
FBgn0038042,Non-essential,NA
FBgn0061361,NA,NA
FBgn0039464,Non-essential,NA
FBgn0030053,Non-essential,NA
FBgn0001124,Non-essential,NA
FBgn0053901,Non-essential,NA
FBgn0037345,NA,NA
FBgn0031799,Non-essential,NA
FBgn0037046,Non-essential,NA
FBgn0031374,Non-essential,NA
FBgn0030316,Non-essential,NA
FBgn0039740,Non-essential,NA
FBgn0062442,NA,NA
FBgn0030477,Non-essential,NA
FBgn0037551,Essential,NA
FBgn0037617,Non-essential,NA
FBgn0047135,NA,NA
FBgn0260965,Non-essential,NA
FBgn0031267,NA,NA
FBgn0022097,Non-essential,NA
FBgn0035924,Non-essential,NA
FBgn0042132,Non-essential,NA
FBgn0038320,NA,NA
FBgn0036759,Non-essential,NA
FBgn0038332,Non-essential,NA
FBgn0031420,Non-essential,NA
FBgn0037317,Non-essential,NA
FBgn0038438,Non-essential,NA
FBgn0261238,Non-essential,Essential
FBgn0037646,Non-essential,NA
FBgn0004117,Non-essential,NA
FBgn0034552,Non-essential,NA
FBgn0035120,Non-essential,NA
FBgn0030088,Non-essential,NA
FBgn0037172,Non-essential,NA
FBgn0037293,Non-essential,NA
FBgn0013746,NA,NA
FBgn0053831,Non-essential,NA
FBgn0067629,Non-essential,NA
FBgn0038272,NA,NA
FBgn0053891,Non-essential,NA
FBgn0034674,Non-essential,NA
FBgn0046793,Non-essential,NA
FBgn0052076,Non-essential,NA
FBgn0034540,Non-essential,NA
FBgn0036556,NA,NA
FBgn0033994,NA,NA
FBgn0011676,Non-essential,NA
FBgn0030350,Non-essential,NA
FBgn0039969,Essential,NA
FBgn0036812,NA,NA
FBgn0040780,Non-essential,NA
FBgn0036997,Non-essential,NA
FBgn0035332,Non-essential,NA
FBgn0035317,Non-essential,NA
FBgn0023508,Essential,NA
FBgn0013759,Non-essential,NA
FBgn0035232,Non-essential,NA
FBgn0034098,Non-essential,NA
FBgn0259099,Non-essential,NA
FBgn0029943,Non-essential,Non-essential
FBgn0038424,Non-essential,NA
FBgn0000241,Non-essential,NA
FBgn0033292,Non-essential,NA
FBgn0004657,Non-essential,NA
FBgn0038771,Non-essential,NA
FBgn0034909,Non-essential,NA
FBgn0038532,Non-essential,NA
FBgn0015230,Non-essential,NA
FBgn0034132,Non-essential,NA
FBgn0029848,Non-essential,NA
FBgn0014879,NA,NA
FBgn0004898,Non-essential,NA
FBgn0024728,Non-essential,NA
FBgn0039270,Non-essential,Non-essential
FBgn0037931,Non-essential,NA
FBgn0011604,NA,NA
FBgn0029093,Non-essential,NA
FBgn0033899,Non-essential,NA
FBgn0036053,Non-essential,NA
FBgn0010453,Non-essential,NA
FBgn0035585,Non-essential,NA
FBgn0035344,Non-essential,NA
FBgn0041111,Non-essential,Essential
FBgn0039039,Non-essential,NA
FBgn0028670,Non-essential,NA
FBgn0053489,Non-essential,NA
FBgn0038804,Non-essential,NA
FBgn0036369,Non-essential,NA
FBgn0003386,Non-essential,NA
FBgn0035393,Non-essential,NA
FBgn0030733,Essential,NA
FBgn0030191,Non-essential,NA
FBgn0039872,Non-essential,NA
FBgn0261458,NA,NA
FBgn0037696,Non-essential,NA
FBgn0035251,Non-essential,NA
FBgn0033773,Non-essential,NA
FBgn0053886,Non-essential,NA
FBgn0029687,Non-essential,NA
FBgn0034092,Non-essential,NA
FBgn0035624,Non-essential,NA
FBgn0037807,Non-essential,NA
FBgn0004643,NA,NA
FBgn0034446,Non-essential,NA
FBgn0035149,NA,NA
FBgn0031074,Non-essential,NA
FBgn0035334,Non-essential,NA
FBgn0031758,Non-essential,NA
FBgn0030982,Non-essential,NA
FBgn0031378,Non-essential,NA
FBgn0037670,Non-essential,NA
FBgn0051715,Non-essential,NA
FBgn0004169,Non-essential,NA
FBgn0037231,Non-essential,NA
FBgn0030654,Non-essential,NA
FBgn0039329,Non-essential,NA
FBgn0085428,Non-essential,NA
FBgn0053497,Non-essential,NA
FBgn0052703,Non-essential,NA
FBgn0053884,Non-essential,NA
FBgn0029718,Essential,NA
FBgn0011739,Essential,Essential
FBgn0031450,Non-essential,NA
FBgn0036826,Non-essential,NA
FBgn0036623,Non-essential,NA
FBgn0033101,Non-essential,NA
FBgn0086757,NA,NA
FBgn0250754,Non-essential,NA
FBgn0067628,Essential,NA
FBgn0032524,Non-essential,NA
FBgn0029118,Non-essential,NA
FBgn0031446,Non-essential,NA
FBgn0051380,Non-essential,NA
FBgn0004797,Essential,NA
FBgn0035517,Non-essential,NA
FBgn0015621,NA,NA
FBgn0037718,NA,NA
FBgn0029094,NA,NA
FBgn0028887,Non-essential,NA
FBgn0031816,Non-essential,NA
FBgn0025802,Non-essential,NA
FBgn0002561,Non-essential,NA
FBgn0036156,NA,NA
FBgn0051161,Non-essential,NA
FBgn0053807,Non-essential,NA
FBgn0042173,Non-essential,NA
FBgn0033529,Non-essential,NA
FBgn0041337,Non-essential,NA
FBgn0086384,Non-essential,NA
FBgn0036014,Non-essential,NA
FBgn0025455,NA,NA
FBgn0017566,NA,NA
FBgn0034614,Non-essential,NA
FBgn0037705,Non-essential,NA
FBgn0036330,Non-essential,NA
FBgn0038870,Non-essential,NA
FBgn0011289,NA,NA
FBgn0053874,Non-essential,NA
FBgn0030009,Non-essential,NA
FBgn0086687,Essential,NA
FBgn0036756,Non-essential,NA
FBgn0035210,Non-essential,NA
FBgn0033784,Non-essential,NA
FBgn0031886,Non-essential,NA
FBgn0053862,Non-essential,NA
FBgn0033097,Non-essential,NA
FBgn0024285,Essential,NA
FBgn0031985,Non-essential,NA
FBgn0033215,Non-essential,NA
FBgn0260858,Essential,NA
FBgn0030739,Non-essential,NA
FBgn0051774,Non-essential,NA
FBgn0004687,Non-essential,NA
FBgn0015789,Non-essential,NA
FBgn0053246,NA,NA
FBgn0024509,NA,NA
FBgn0052392,Non-essential,NA
FBgn0035249,Non-essential,NA
FBgn0083976,Non-essential,NA
FBgn0259199,Essential,NA
FBgn0051988,Non-essential,NA
FBgn0026402,Non-essential,NA
FBgn0034110,Non-essential,NA
FBgn0259682,Non-essential,NA
FBgn0034127,Non-essential,NA
FBgn0039589,Non-essential,NA
FBgn0051810,Non-essential,NA
FBgn0035529,Essential,NA
FBgn0033706,Non-essential,NA
FBgn0015575,Non-essential,NA
FBgn0050109,NA,NA
FBgn0058191,Essential,NA
FBgn0028895,Non-essential,NA
FBgn0033214,Non-essential,NA
FBgn0034665,Non-essential,NA
FBgn0051960,Non-essential,NA
FBgn0038190,Non-essential,NA
FBgn0036987,Non-essential,NA
FBgn0040507,Non-essential,NA
FBgn0029885,NA,NA
FBgn0035245,Non-essential,NA
FBgn0053808,Non-essential,NA
FBgn0035649,Non-essential,NA
FBgn0052598,Non-essential,NA
FBgn0038488,Non-essential,NA
FBgn0259243,Non-essential,Essential
FBgn0026262,Essential,NA
FBgn0037668,Essential,NA
FBgn0030800,Non-essential,NA
FBgn0035567,Non-essential,NA
FBgn0036336,Non-essential,NA
FBgn0044323,Essential,NA
FBgn0030435,Non-essential,NA
FBgn0035416,Non-essential,NA
FBgn0052281,Non-essential,NA
FBgn0026620,Non-essential,NA
FBgn0042135,NA,NA
FBgn0003048,Non-essential,NA
FBgn0030003,Non-essential,NA
FBgn0039374,Non-essential,NA
FBgn0015520,Non-essential,NA
FBgn0034876,NA,NA
FBgn0033915,Non-essential,NA
FBgn0053871,Non-essential,NA
FBgn0024998,Essential,NA
FBgn0035240,NA,NA
FBgn0019637,Non-essential,NA
FBgn0036374,Essential,NA
FBgn0033631,Non-essential,NA
FBgn0053873,Non-essential,NA
FBgn0032935,Non-essential,NA
FBgn0065032,Non-essential,NA
FBgn0033423,Non-essential,NA
FBgn0003093,Non-essential,NA
FBgn0053826,Non-essential,NA
FBgn0051678,Non-essential,NA
FBgn0033186,Non-essential,NA
FBgn0026268,Non-essential,NA
FBgn0035298,Non-essential,NA
FBgn0086690,Non-essential,NA
FBgn0030208,NA,Essential
FBgn0034791,NA,NA
FBgn0053820,Non-essential,NA
FBgn0053823,Non-essential,NA
FBgn0260943,Non-essential,NA
FBgn0039357,Non-essential,NA
FBgn0010425,Non-essential,NA
FBgn0005198,Non-essential,NA
FBgn0015372,Non-essential,NA
FBgn0022787,NA,NA
FBgn0035131,Non-essential,Non-essential
FBgn0039727,Non-essential,NA
FBgn0031785,Non-essential,NA
FBgn0003079,Essential,NA
FBgn0039937,Non-essential,NA
FBgn0035005,Non-essential,NA
FBgn0011656,Non-essential,NA
FBgn0025628,Non-essential,NA
FBgn0027376,Non-essential,NA
FBgn0050075,Non-essential,NA
FBgn0036804,Essential,NA
FBgn0039280,Non-essential,NA
FBgn0032833,NA,NA
FBgn0039083,Non-essential,NA
FBgn0051126,Non-essential,NA
FBgn0031399,Non-essential,NA
FBgn0032820,Non-essential,NA
FBgn0014184,Essential,NA
FBgn0039070,Non-essential,NA
FBgn0030743,Essential,NA
FBgn0035980,NA,NA
FBgn0035273,Non-essential,NA
FBgn0025185,Non-essential,Essential
FBgn0034744,Non-essential,NA
FBgn0039642,Non-essential,NA
FBgn0029117,Non-essential,NA
FBgn0040899,Essential,NA
FBgn0038412,Non-essential,NA
FBgn0028888,Non-essential,NA
FBgn0010015,Non-essential,NA
FBgn0261108,Non-essential,NA
FBgn0061356,NA,NA
FBgn0051992,Essential,NA
FBgn0028342,NA,NA
FBgn0031260,Non-essential,NA
FBgn0069242,Non-essential,NA
FBgn0029661,Non-essential,NA
FBgn0030011,Non-essential,NA
FBgn0010803,NA,NA
FBgn0051157,Non-essential,NA
FBgn0031981,Non-essential,NA
FBgn0260750,Non-essential,NA
FBgn0053868,Non-essential,NA
FBgn0085354,Non-essential,NA
FBgn0032003,Non-essential,NA
FBgn0025830,Non-essential,NA
FBgn0031441,Non-essential,NA
FBgn0037252,NA,NA
FBgn0031854,Non-essential,NA
FBgn0037364,Non-essential,NA
FBgn0035923,Non-essential,NA
FBgn0053499,Non-essential,NA
FBgn0037486,Non-essential,NA
FBgn0032652,Non-essential,NA
FBgn0053855,Non-essential,NA
FBgn0035099,Non-essential,NA
FBgn0053238,Non-essential,NA
FBgn0053508,Non-essential,NA
FBgn0037276,Non-essential,NA
FBgn0040377,Non-essential,NA
FBgn0053896,Non-essential,NA
FBgn0037848,Non-essential,NA
FBgn0011288,Non-essential,NA
FBgn0259216,NA,NA
FBgn0037469,Non-essential,NA
FBgn0035021,Non-essential,NA
FBgn0033750,NA,NA
FBgn0030918,Non-essential,NA
FBgn0027564,Non-essential,NA
FBgn0011802,Non-essential,NA
FBgn0086605,Non-essential,NA
FBgn0261524,Non-essential,NA
FBgn0034963,Essential,NA
FBgn0085395,Non-essential,NA
FBgn0030522,Non-essential,NA
FBgn0042641,Non-essential,NA
FBgn0031517,Non-essential,NA
FBgn0037655,Essential,NA
FBgn0028901,Non-essential,NA
FBgn0036365,Non-essential,NA
FBgn0043012,Non-essential,NA
FBgn0028496,Non-essential,NA
FBgn0035063,Non-essential,NA
FBgn0037917,Non-essential,NA
FBgn0035266,Essential,NA
FBgn0037490,Non-essential,NA
FBgn0030966,Non-essential,NA
FBgn0031047,Non-essential,NA
FBgn0023181,NA,NA
FBgn0036553,Non-essential,Essential
FBgn0033564,NA,NA
FBgn0000121,Non-essential,NA
FBgn0083986,Non-essential,NA
FBgn0025936,Non-essential,NA
FBgn0033924,Non-essential,NA
FBgn0085481,NA,NA
FBgn0004636,Non-essential,NA
FBgn0037897,Non-essential,NA
FBgn0053888,Non-essential,NA
FBgn0083962,Non-essential,NA
FBgn0032685,Non-essential,NA
FBgn0029890,Non-essential,NA
FBgn0015926,Non-essential,NA
FBgn0031435,Non-essential,NA
FBgn0032078,Non-essential,NA
FBgn0034262,Non-essential,NA
FBgn0013972,Non-essential,NA
FBgn0053801,Non-essential,NA
FBgn0037684,Non-essential,NA
FBgn0053908,Non-essential,NA
FBgn0039525,Non-essential,NA
FBgn0003410,Non-essential,NA
FBgn0039694,Non-essential,NA
FBgn0051320,Non-essential,NA
FBgn0032986,NA,NA
FBgn0085430,Essential,NA
FBgn0031536,Non-essential,NA
FBgn0052668,Non-essential,NA
FBgn0038122,Non-essential,NA
FBgn0036128,Non-essential,NA
FBgn0016123,Non-essential,NA
FBgn0016697,NA,NA
FBgn0031603,Non-essential,NA
FBgn0053904,Non-essential,NA
FBgn0050376,Non-essential,NA
FBgn0036980,Non-essential,NA
FBgn0037447,Non-essential,NA
FBgn0034248,Non-essential,NA
FBgn0031692,Non-essential,NA
FBgn0038586,Non-essential,NA
FBgn0250848,NA,NA
FBgn0000473,Non-essential,NA
FBgn0086768,Non-essential,NA
FBgn0033936,Non-essential,NA
FBgn0035164,Essential,NA
FBgn0034251,Non-essential,NA
FBgn0039664,Non-essential,NA
FBgn0034177,NA,NA
FBgn0250830,NA,NA
FBgn0032775,Non-essential,NA
FBgn0003430,Non-essential,NA
FBgn0033460,Essential,NA
FBgn0032692,Non-essential,NA
FBgn0024182,Non-essential,NA
FBgn0259978,Essential,NA
FBgn0038739,Non-essential,Non-essential
FBgn0022029,NA,NA
FBgn0035321,Non-essential,NA
FBgn0034853,Essential,NA
FBgn0062517,Non-essential,NA
FBgn0029504,Essential,NA
FBgn0031596,Non-essential,NA
FBgn0033050,Essential,NA
FBgn0053156,Non-essential,NA
FBgn0034914,Non-essential,NA
FBgn0015331,NA,NA
FBgn0011474,Essential,NA
FBgn0031522,Non-essential,NA
FBgn0051472,Non-essential,NA
FBgn0038577,Non-essential,NA
FBgn0035978,Essential,NA
FBgn0004859,Non-essential,Essential
FBgn0038418,Non-essential,NA
FBgn0025809,Non-essential,Non-essential
FBgn0033644,Non-essential,NA
FBgn0034455,Non-essential,NA
FBgn0030018,Non-essential,NA
FBgn0036291,Essential,NA
FBgn0035645,Non-essential,NA
FBgn0037191,Non-essential,NA
FBgn0052528,Non-essential,NA
FBgn0036695,Non-essential,NA
FBgn0026431,Essential,NA
FBgn0037467,Non-essential,NA
FBgn0031698,Essential,NA
FBgn0030876,Non-essential,NA
FBgn0027609,Non-essential,NA
FBgn0053052,Non-essential,NA
FBgn0005636,Non-essential,NA
FBgn0029899,NA,NA
FBgn0030345,Non-essential,NA
FBgn0035380,NA,NA
FBgn0032979,NA,NA
FBgn0038673,Non-essential,NA
FBgn0040918,Non-essential,Essential
FBgn0030946,Non-essential,NA
FBgn0020386,Essential,NA
FBgn0029709,Non-essential,NA
FBgn0037024,Non-essential,NA
FBgn0035691,Non-essential,NA
FBgn0037466,Essential,NA
FBgn0053310,Non-essential,NA
FBgn0005596,Non-essential,Essential
FBgn0031344,Non-essential,NA
FBgn0032398,Non-essential,NA
FBgn0028487,Non-essential,NA
FBgn0053493,Non-essential,NA
FBgn0036317,Non-essential,NA
FBgn0003423,Non-essential,NA
FBgn0013325,NA,NA
FBgn0025608,Non-essential,NA
FBgn0085484,Non-essential,NA
FBgn0033949,Non-essential,NA
FBgn0032442,Non-essential,NA
FBgn0037901,Non-essential,NA
FBgn0040366,Non-essential,NA
FBgn0029858,Non-essential,NA
FBgn0031279,Non-essential,NA
FBgn0031775,Non-essential,NA
FBgn0030328,Non-essential,NA
FBgn0037638,Non-essential,NA
FBgn0039946,Non-essential,NA
FBgn0029648,Non-essential,NA
FBgn0087011,Non-essential,NA
FBgn0030799,Non-essential,NA
FBgn0031284,Non-essential,NA
FBgn0033891,Non-essential,NA
FBgn0026597,Non-essential,NA
FBgn0035036,Non-essential,NA
FBgn0026084,Non-essential,NA
FBgn0260454,Non-essential,NA
FBgn0004914,NA,Essential
FBgn0025814,Non-essential,NA
FBgn0053876,Non-essential,NA
FBgn0014010,Essential,NA
FBgn0025678,NA,NA
FBgn0000180,Non-essential,NA
FBgn0040890,Essential,NA
FBgn0027864,Non-essential,NA
FBgn0034885,Non-essential,NA
FBgn0039640,Non-essential,NA
FBgn0036302,Non-essential,NA
FBgn0031842,Non-essential,NA
FBgn0001168,Non-essential,NA
FBgn0034459,Non-essential,NA
FBgn0034035,Non-essential,NA
FBgn0037579,NA,NA
FBgn0038686,Non-essential,Essential
FBgn0034091,NA,NA
FBgn0035007,Non-essential,NA
FBgn0038337,Non-essential,NA
FBgn0039132,Non-essential,NA
FBgn0010768,Non-essential,NA
FBgn0031987,Non-essential,NA
FBgn0026085,Non-essential,NA
FBgn0039728,Non-essential,NA
FBgn0005654,Non-essential,NA
FBgn0033348,Non-essential,NA
FBgn0053056,Non-essential,NA
FBgn0026080,NA,NA
FBgn0052191,Non-essential,NA
FBgn0031881,Non-essential,NA
FBgn0030421,Non-essential,NA
FBgn0035641,Non-essential,NA
FBgn0085224,Non-essential,NA
FBgn0032005,NA,NA
FBgn0030420,Essential,NA
FBgn0031213,Non-essential,NA
FBgn0038452,Non-essential,NA
